,Phenotype
Cell5370,8
Cell5371,8
Cell5372,8
Cell5373,8
Cell5374,8
Cell5375,8
Cell5376,8
Cell5377,8
Cell5378,8
Cell5379,8
Cell5380,8
Cell5381,8
Cell5382,8
Cell5383,8
Cell5384,8
Cell5385,8
Cell5386,8
Cell5387,8
Cell5388,8
Cell5389,8
Cell5390,8
Cell5391,8
Cell5392,8
Cell5393,8
Cell5394,8
Cell5395,8
Cell5396,8
Cell5397,8
Cell5398,8
Cell5399,8
Cell5400,8
Cell5401,8
Cell5402,8
Cell5403,8
Cell5404,8
Cell5405,8
Cell5406,8
Cell5407,8
Cell5408,8
Cell5409,8
Cell5410,8
Cell5411,8
Cell5412,8
Cell5413,8
Cell5414,8
Cell5415,8
Cell5416,8
Cell5417,8
Cell5418,8
Cell5419,8
Cell5420,8
Cell5421,8
Cell5422,8
Cell5423,8
Cell5424,8
Cell5425,8
Cell5426,8
Cell5427,8
Cell5428,8
Cell5429,8
Cell5430,8
Cell5431,8
Cell5432,8
Cell5433,8
Cell5434,8
Cell5435,8
Cell5436,8
Cell5437,8
Cell5438,8
Cell5439,8
Cell5440,8
Cell5441,8
Cell5442,8
Cell5443,8
Cell5444,8
Cell5445,8
Cell5446,8
Cell5447,8
Cell5448,8
Cell5449,8
Cell5450,8
Cell5451,8
Cell5452,8
Cell5453,8
Cell5454,8
Cell5455,8
Cell5456,8
Cell5457,8
Cell5458,8
Cell5459,8
Cell5460,8
Cell5461,8
Cell5462,8
Cell5463,8
Cell5464,8
Cell5465,8
Cell5466,8
Cell5467,8
Cell5468,8
Cell5469,8
Cell5470,8
Cell5471,8
Cell5472,8
Cell5473,8
Cell5474,8
Cell5475,8
Cell5476,8
Cell5477,8
Cell5478,8
Cell5479,8
Cell5480,8
Cell5481,8
Cell5482,8
Cell5483,8
Cell5484,8
Cell5485,8
Cell5486,8
Cell5487,8
Cell5488,8
Cell5489,8
Cell5490,8
Cell5491,8
Cell5492,8
Cell5493,8
Cell5494,8
Cell5495,8
Cell5496,8
Cell5497,8
Cell5498,8
Cell5499,8
Cell5500,8
Cell5501,8
Cell5502,8
Cell5503,8
Cell5504,8
Cell5505,8
Cell5506,8
Cell5507,8
Cell5508,8
Cell5509,8
Cell5510,8
Cell5511,8
Cell5512,8
Cell5513,8
Cell5514,8
Cell5515,8
Cell5516,8
Cell5517,8
Cell5518,8
Cell5519,8
Cell5520,8
Cell5521,8
Cell5522,8
Cell5523,8
Cell5524,8
Cell5525,8
Cell5526,8
Cell5527,8
Cell5528,8
Cell5529,8
Cell5530,8
Cell5531,8
Cell5532,8
Cell5533,8
Cell5534,8
Cell5535,8
Cell5536,8
Cell5537,8
Cell5538,8
Cell5539,8
Cell5540,8
Cell5541,8
Cell5542,8
Cell5543,8
Cell5544,8
Cell5545,8
Cell5546,8
Cell5547,8
Cell5548,8
Cell5549,8
Cell5550,8
Cell5551,8
Cell5552,8
Cell5553,8
Cell5554,8
Cell5555,8
Cell5556,8
Cell5557,8
Cell5558,8
Cell5559,8
Cell5560,8
Cell5561,8
Cell5562,8
Cell5563,8
Cell5564,8
Cell5565,8
Cell5566,8
Cell5567,8
Cell5568,8
Cell5569,8
Cell5570,8
Cell5571,8
Cell5572,8
Cell5573,8
Cell5574,8
Cell5575,8
Cell5576,8
Cell5577,8
Cell5578,8
Cell5579,8
Cell5580,8
Cell5581,8
Cell5582,8
Cell5583,8
Cell5584,8
Cell5585,8
Cell5586,8
Cell5587,8
Cell5588,8
Cell5589,8
Cell5590,8
Cell5591,8
Cell5592,8
Cell5593,8
Cell5594,8
Cell5595,8
Cell5596,8
Cell5597,8
Cell5598,8
Cell5599,8
Cell5600,8
Cell5601,8
Cell5602,8
Cell5603,8
Cell5604,8
Cell5605,8
Cell5606,8
Cell5607,8
Cell5608,8
Cell5609,8
Cell5610,8
Cell5611,8
Cell5612,8
Cell5613,8
Cell5614,8
Cell5615,8
Cell5616,8
Cell5617,8
Cell5618,8
Cell5619,8
Cell5620,8
Cell5621,8
Cell5622,8
Cell5623,8
Cell5624,8
Cell5625,8
Cell5626,8
Cell5627,8
Cell5628,8
Cell5629,8
Cell5630,8
Cell5631,8
Cell5632,8
Cell5633,8
Cell5634,8
Cell5635,8
Cell5636,8
Cell5637,8
Cell5638,8
Cell5639,8
Cell5640,8
Cell5641,8
Cell5642,8
Cell5643,8
Cell5644,8
Cell5645,8
Cell5646,8
Cell5647,8
Cell5648,8
Cell5649,8
Cell5650,8
Cell5651,8
Cell5652,8
Cell5653,8
Cell5654,8
Cell5655,8
Cell5656,8
Cell5657,9
Cell5658,9
Cell5659,9
Cell5660,9
Cell5661,9
Cell5662,9
Cell5663,9
Cell5664,9
Cell5665,9
Cell5666,9
Cell5667,9
Cell5668,9
Cell5669,9
Cell5670,9
Cell5671,9
Cell5672,9
Cell5673,9
Cell5674,9
Cell5675,9
Cell5676,9
Cell5677,9
Cell5678,9
Cell5679,9
Cell5680,9
Cell5681,9
Cell5682,9
Cell5683,9
Cell5684,9
Cell5685,9
Cell5686,9
Cell5687,9
Cell5688,9
Cell5689,9
Cell5690,9
Cell5691,9
Cell5692,9
Cell5693,9
Cell5694,9
Cell5695,9
Cell5696,9
Cell5697,9
Cell5698,9
Cell5699,9
Cell5700,9
Cell5701,9
Cell5702,9
Cell5703,9
Cell5704,9
Cell5705,9
Cell5706,9
Cell5707,9
Cell5708,9
Cell5709,9
Cell5710,9
Cell5711,9
Cell5712,9
Cell5713,9
Cell5714,9
Cell5715,9
Cell5716,9
Cell5717,9
Cell5718,9
Cell5719,9
Cell5720,9
Cell5721,9
Cell5722,9
Cell5723,9
Cell5724,9
Cell5725,9
Cell5726,9
Cell5727,9
Cell5728,9
Cell5729,9
Cell5730,9
Cell5731,9
Cell5732,9
Cell5733,9
Cell5734,9
Cell5735,9
Cell5736,9
Cell5737,9
Cell5738,9
Cell5739,9
Cell5740,9
Cell5741,9
Cell5742,9
Cell5743,9
Cell5744,9
Cell5745,9
Cell5746,9
Cell5747,9
Cell5748,9
Cell5749,9
Cell5750,9
Cell5751,9
Cell5752,9
Cell5753,9
Cell5754,9
Cell5755,9
Cell5756,9
Cell5757,9
Cell5758,9
Cell5759,9
Cell5760,9
Cell5761,9
Cell5762,9
Cell5763,9
Cell5764,9
Cell5765,9
Cell5766,9
Cell5767,9
Cell5768,9
Cell5769,9
Cell5770,9
Cell5771,9
Cell5772,9
Cell5773,9
Cell5774,9
Cell5775,9
Cell5776,9
Cell5777,9
Cell5778,9
Cell5779,9
Cell5780,9
Cell5781,9
Cell5782,9
Cell5783,9
Cell5784,9
Cell5785,9
Cell5786,9
Cell5787,9
Cell5788,9
Cell5789,9
Cell5790,9
Cell5791,9
Cell5792,9
Cell5793,9
Cell5794,9
Cell5795,9
Cell5796,9
Cell5797,9
Cell5798,9
Cell5799,9
Cell5800,9
Cell5801,9
Cell5802,9
Cell5803,9
Cell5804,9
Cell5805,9
Cell5806,9
Cell5807,9
Cell5808,9
Cell5809,9
Cell5810,9
Cell5811,9
Cell5812,9
Cell5813,9
Cell5814,9
Cell5815,9
Cell5816,9
Cell5817,9
Cell5818,9
Cell5819,9
Cell5820,9
Cell5821,9
Cell5822,9
Cell5823,9
Cell5824,9
Cell5825,9
Cell5826,9
Cell5827,9
Cell5828,9
Cell5829,9
Cell5830,9
Cell5831,9
Cell5832,9
Cell5833,9
Cell5834,9
Cell5835,9
Cell5836,9
Cell5837,9
Cell5838,9
Cell5839,9
Cell5840,9
Cell5841,9
Cell5842,9
Cell5843,9
Cell5844,9
Cell5845,9
Cell5846,9
Cell5847,9
Cell5848,9
Cell5849,9
Cell5850,9
Cell5851,9
Cell5852,9
Cell5853,9
Cell5854,9
Cell5855,9
Cell5856,9
Cell5857,9
Cell5858,9
Cell5859,9
Cell5860,9
Cell5861,9
Cell5862,9
Cell5863,9
Cell5864,9
Cell5865,9
Cell5866,9
Cell5867,9
Cell5868,9
Cell5869,9
Cell5870,9
Cell5871,9
Cell5872,9
Cell5873,9
Cell5874,9
Cell5875,9
Cell5876,9
Cell5877,9
Cell5878,9
Cell5879,9
Cell5880,9
Cell5881,9
Cell5882,9
Cell5883,9
Cell5884,9
Cell5885,9
Cell5886,9
Cell5887,9
Cell5888,9
Cell5889,9
Cell5890,9
Cell5891,9
Cell5892,9
Cell5893,9
Cell5894,9
Cell5895,9
Cell5896,9
Cell5897,9
Cell5898,9
Cell5899,9
Cell5900,9
Cell5901,9
Cell5902,9
Cell5903,9
Cell5904,9
Cell5905,9
Cell5906,9
Cell5907,9
Cell5908,9
Cell5909,9
Cell5910,9
Cell5911,9
Cell5912,9
Cell5913,9
Cell5914,9
Cell5915,9
Cell5916,9
Cell5917,9
Cell5918,9
Cell5919,9
Cell5920,9
Cell5921,9
Cell5922,9
Cell5923,9
Cell5924,9
Cell5925,9
Cell5926,9
Cell5927,9
Cell5928,9
Cell5929,9
Cell5930,9
Cell5931,9
Cell5932,9
Cell5933,9
Cell5934,9
Cell5935,9
Cell5936,9
Cell5937,9
Cell5938,9
Cell5939,9
Cell5940,9
Cell5941,9
Cell5942,9
Cell5943,9
Cell5944,9
Cell5945,9
Cell5946,9
Cell5947,9
Cell5948,9
Cell5949,9
Cell5950,9
Cell5951,9
Cell5952,9
Cell5953,9
Cell5954,9
Cell5955,9
Cell5956,9
Cell5957,9
Cell5958,9
Cell5959,9
Cell5960,9
Cell5961,9
Cell5962,9
Cell5963,9
Cell5964,9
Cell5965,9
Cell5966,9
Cell5967,9
Cell5968,9
Cell5969,9
Cell5970,9
Cell5971,9
Cell5972,9
Cell5973,9
Cell5974,9
Cell5975,9
Cell5976,9
Cell5977,9
Cell5978,9
Cell5979,9
Cell5980,9
Cell5981,9
Cell5982,9
Cell5983,9
Cell5984,9
Cell5985,9
Cell5986,9
Cell5987,9
Cell5988,9
Cell5989,9
Cell5990,9
Cell5991,9
Cell5992,9
Cell5993,9
Cell5994,9
Cell5995,9
Cell5996,9
Cell5997,9
Cell5998,9
Cell5999,9
Cell6000,9
Cell6001,9
Cell6002,9
Cell6003,9
Cell6004,9
Cell6005,9
Cell6006,9
Cell6007,9
Cell6008,9
Cell6009,9
Cell6010,9
Cell6011,9
Cell6012,9
Cell6013,9
Cell6014,9
Cell6015,9
Cell6016,9
Cell6017,9
Cell6018,9
Cell6019,9
Cell6020,9
Cell6021,9
Cell6022,9
Cell6023,9
Cell6024,9
Cell6025,9
Cell6026,9
Cell6027,9
Cell6028,9
Cell6029,9
Cell6030,9
Cell6031,9
Cell6032,9
Cell6033,9
Cell6034,9
Cell6035,9
Cell6036,9
Cell6037,9
Cell6038,9
Cell6039,9
Cell6040,9
Cell6041,9
Cell6042,9
Cell6043,9
Cell6044,9
Cell6045,9
Cell6046,9
Cell6047,9
Cell6048,9
Cell6049,9
Cell6050,9
Cell6051,9
Cell6052,9
Cell6053,9
Cell6054,9
Cell6055,9
Cell6056,9
Cell6057,9
Cell6058,9
Cell6059,9
Cell6060,9
Cell6061,9
Cell6062,9
Cell6063,9
Cell6064,9
Cell6065,9
Cell6066,9
Cell6067,9
Cell6068,9
Cell6069,9
Cell6070,9
Cell6071,9
Cell6072,9
Cell6073,9
Cell6074,9
Cell6075,9
Cell6076,9
Cell6077,9
Cell6078,9
Cell6079,9
Cell6080,9
Cell6081,9
Cell6082,9
Cell6083,9
Cell6084,9
Cell6085,9
Cell6086,9
Cell6087,9
Cell6088,9
Cell6089,9
Cell6090,9
Cell6091,9
Cell6092,9
Cell6093,9
Cell6094,9
Cell6095,9
Cell6096,9
Cell6097,9
Cell6098,9
Cell6099,9
Cell6100,9
